Conference;Year;Author1;Author2;Author3;Author4;Author5;Author6;Author7;Author8;Author9;Author10;Author11;Author12;Author13;Author14;Author15;Title;specifier1;qualifier1;field1;Type1;Proprietary1;Specifier2;Qualifier2;Field2;Type2;Proprietary2;Specifier3;Qualifier3;Field3;Type3;Proprietary3;Specifier4;Qualifier4;Field4;Type4;Proprietary4;Specifier5;Qualifier5;Field5;Type5;Proprietary5;Specifier6;Qualifier6;Field6;Type6;Proprietary6;Specifier7;Qualifier7;Field7;Type7;Proprietary7;ArtifactEvaluation;ArtifactwasAvailable;Artifactisavailable;
RTAS;2023;Jose Martins;Sandro Pinto;;;;;;;;;;;;;;Shedding Light on Static Partitioning Hypervisors for ARM-based Mixed-Criticality Systems;mibench;named;;benchmark;no;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTAS;2023;Joshua Bakita;James H. Anderson;;;;;;;;;;;;;;Hardware Compute Partitioning on NVIDIA GPUs;gpuspin;named;;benchmark;no;cuda multikernel;named;gpu;benchmark;no;;custom;neural network;case study;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTAS;2023;Abdullah Al Arafat;Sudharsan Vaidhun;Liangkai Liu;Kecheng Yang;Zhishan Guo;;;;;;;;;;;Compositional Mixed-Criticality Systems with Multiple Executions and Resource-Budgets Model;;custom;autonomous vehicle;case study;;;custom;;dag generator;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Yue Tang;Nan Guan;Xu Jiang;Xiantong Luo;Wang Yi;;;;;;;;;;;Real-Time Performance Analysis of Processing Systems on ROS2 Executors;erdos-renyi;named;;dag generator;no;;custom;;ros2 chain generator;;;custom;;microbenchmark;;autoware;named;automotive;case study;no;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Ruoxiang Li;Tao Hu;Xu Jiang;Laiwen Li;Wenxuan Xing;Qingxu Deng;Nan Guan;;;;;;;;;ROSGM: A Real-Time GPU Management Framework with Plug-In Policies for ROS 2;;custom;robotics;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Hoora Sobhani;Hyunjong Choi;Hyoseung Kim;;;;;;;;;;;;;Timing Analysis and Priority-driven Enhancements of ROS 2 Multi-threaded Executors;;custom;robotics;case study;;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Sen Wang;Ryan K. Williams;Haibo Zeng;;;;;;;;;;;;;A general and Scalable Method for Optimizing Real-Time Systems with Continuous Variables;rwabff;named;automotive;specification;no;uunifast;extended;;taskset generator;no;(he);referenced;;dag generator;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTAS;2023;Antonio Joia Neto;Ivan De Oliveira Nunes;;;;;;;;;;;;;;ISC-FLAT: on the Conflict Between Control Flow Attestation and real-Time Operations;;custom;;microbenchmark;;;custom;misc;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Binqi Sun;Tomasz Kloda;Jiyang Chen;Cen Lu;Marco Caccamo;;;;;;;;;;;Schedulability Analysis of Non-Preemptive Sporadic Gang Tasks on Hardware Accelerators;dirichlet-rescale;named;;taskset generator;no;edge tpu;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Ching-Chi Lin;Mario Gunzel;Junjie Shi;Tristan Taylan Seidl;Kuan-Hsun Chen;Jian-Jia Chen;;;;;;;;;;Scheduling Periodic Segmented Self-Suspending Tasks without Timing Anomalies;dirichlet-rescale;named;;taskset generator;no;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Nan Chen;Shuai Zhao;Ian Gray;Alan Burns;Siyuan Ji;Wanli Chang;;;;;;;;;;Precise Response Time Analysis for Multiple DAG Tasks with Intra-task Priority Assignmenet;;custom;;dag generator;no;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Jinghao Sun;Kailu Duan;Xisheng Li;Nan Guan;Zhishan Guo;;;;;;;;;;;Real-Time Scheduling of Autonomous Driving System with Guaranteed Timing Correctness;tgff;named;;dag generator;no;rwabff;named;automotive;specification;no;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Michael Bechtel;Heechul Yun;;;;;;;;;;;;;;Cache Bank-Aware Denial-of-Service Attacks on Multicore ARM Processors;isolbench;named;;benchmark;no;sdvbs;named;;benchmark;no;spec2017;named;;benchmark;no;;custom;neural network;case study;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Lin Zhang;Kaustubh Sridhar;Mengyu Liu;Pengyuan Lu;Xin Chen;Fanxin Kong;Oleg Sokolsky;Insup Lee;;;;;;;;Real-Time Data-Predictive Attack-Recovery for Complex Cyber-Physical Systems;;custom;controller;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTAS;2023;Mohsen Ansari;Sepideh Safari;Amir Yehaneh-Khaksar;Coozbeh Siyadatzadeh;Pourya Gohari-Nazari;Heba Khdr;Muhammad Shafique;Jorg Henkel;Alireza Ejlali;;;;;;;ATLAS: Aging-Aware Task Replication for Multicore Safety-Critical Systems;mibench;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Alexander Zuepke;Andrea Bastoni;Weifan Chen;Marco Caccamo;Renato Mancuso;;;;;;;;;;;MemPol: Policing Core Memory Bandwidth from Outside of the Cores;sdvbs;named;;benchmark;no;memguard;named;;benchmark;no;isolbench;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Zhuanhao Wu;Anirudh Mohan Kaushik;Hiren Patel;;;;;;;;;;;;;ZeroCost-LLC: Shared LLCs at No Cost to WCL;;custom;;microbenchmark;;splash3;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Gerion Entrup;Bjorn Fiedler;Daniel Lohmann;;;;;;;;;;;;;MultiSSE: Static Syscall Elision and Specialization for Event-Triggered Multi-Core RTOS;trampoline;named;rtos;case study;no;;custom;;microbenchmark;;;custom;;dag generator;;i4copter;named;uav;case study;no;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTAS;2023;Cedric Courtaud;Bjorn Brandenburg;;;;;;;;;;;;;;G(IP)²C: Temporally Isolated Multiprocessor Real-Time IPC with Server-to-Server Invocations;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Matthias Becker;Dakshina Dasari;Daniel Casini;;;;;;;;;;;;;On the QNX IPC: Assessing Predictability for Local and Distributed Real-Time Systems;;custom;;microbenchmark;;waters 2019;named;automotive;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Seyed Mohammadhossein Tabatabaee;Marc Boyer;Jean-Yves Le Boudec;Jorn Migge;;;;;;;;;;;;Efficient and Accurate Handling of Periodic Flows in Time-Sensitive Networks;rtaw tsn;named;networking;case study;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Andrea Stevanato;Alessandro Biondi;Alessandro Biasci;Bruno Morelli;;;;;;;;;;;;Virtualized DDS Communication for Multi-Domain Systems: Architecture and Performance Evaluation of Design Alternatives;clattest;named;;benchmark;no;latencytest;named;;benchmark;no;lmbench;named;;benchmark;no;isolbench;named;;benchmark;no;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Adeel Nasrullah;Fatima M. Anwar;;;;;;;;;;;;;;Trusted Timing Services with TIMEGUARD;;custom;;microbenchmark;;sysbench;named;;benchmark;no;;custom;neural network;case study;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Anais Finzi;Silviu S. Craciunas;Marc Boyer;;;;;;;;;;;;;Integrating Sporadic Events in Time-Triggered Systems via Affine Envelope Approximations;randfixsum;extended;;taskset generator;no;;;automotive;case study;yes;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Sanjoy Baruah;Iain Bate;Alan Burns;Robert Davis;;;;;;;;;;;;Optimal Synthesis of Fault-Tolerant IDK Cascades for Real-Time Classification;;custom;;microbenchmark;;;;military;case study;yes;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Zhiyuan Ruan;Anton Njavro;Richard West;;;;;;;;;;;;;USB Interrupt Differentiated Service for Bandwidth and Delay-Constrained Input/Output;;custom;;microbenchmark;;;custom;video stream;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Iryna De Albuquerque Silva;Thomas Carle;Adrien Gauffriau;Victor Jegu;Claire Pagetti;;;;;;;;;;;A predictable SIMD library for GEMM routines;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Alexander Stegmeier;Peter Knauer;Philipp Schubaur;Christian Piatka;Dominik Merli;Sebastian Altmeyer;;;;;;;;;;Safe and Secure? On the Timing Analysability of Cryptographic Implementations;;custom;;microbenchmark;;;custom;security;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Daniel Enright;Yecheng Xiang;Hyunjong Choi;Hyoseung Kim;;;;;;;;;;;;PAAM: A Framework for Coordinated and Priority-Driven Accelerator Management in ROS 2;f1/10;named;autonomous vehicle;case study;no;autoware;named;automotive;case study;no;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTAS;2024;Anja Hamscher;Vlad-Christian Constantin;Jens B. Schmitt;;;;;;;;;;;;;Extending Network Calculus to Deal with Min-Plus Service Curves in Multiple Flow Scenarios;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Chuanyu Xue;Tianyu Zhang;Yuanbin Zhou;Mark Nixon;Andrew Loveless;Song Han;;;;;;;;;;Real-Time Scheduling for 802.1 Qbv Time-Sensitive Networking (TSN): A Systematic Review and Experimental Study;;custom;;network traffic generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTAS;2024;Daniel Kuhse;Nils Holscher;Mario Gunzel;Harun Teper;Georg von der Bruggen;Jian-Jia Chen;Ching-Chi Lin;;;;;;;;;Sync or Sink? The Robustness of Sensor Fusion against Temporal Misalignment;kitti;named;object detection;case study;no;carla;named;automotive;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Sen Wang;Dong Li;Ashrarul Sifat;Shao-Yu Huang;Xuanling Deng;Changhee Jung;Ryan Williams;Haibo Zeng;;;;;;;;Optimizing Logical Execution Time Model for Both Determinism and Low Latency;rwabff;named;automotive;specification;no;uunifast;named;;taskset generator;no;yolo-dynaslam;named;;case study;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Junjie Shi;Mario Gunzel;Niklas Ueter;Georg von der Bruggen;Jian-Jia Chen;;;;;;;;;;;DAG Scheduling with Execution Groups;dirichlet-rescale;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Aakash Soni;Jean-Luc Scharbarg;Jerome Ermont;;;;;;;;;;;;;A hybrid Approach to WCTT Analysis in a Real-Time Switched Ethernet Network;airbus a380;;networking;case study;unclear;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Raffaele Giannessi;Alessandro Biondi;Alessandro Biasci;;;;;;;;;;;;;RT-Mimalloc: A New Look at Dynamic Memory Allocation for Real-Time Systems;mimalloc-bench;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Xinzhe Wang;Zhuanhao Wu;Rodolfo Pellizzoni;Hiren Patel;;;;;;;;;;;;Exclusive Hierarchies for Predictable Sharing in Last-level Cache;;custom;;microbenchmark;;splash3;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Nils Asmussen;Sebastian Haas;Adam Lackorzynski;Michael Roitzsch;;;;;;;;;;;;Core-Local Reasoning and Predictable Cross-Core Communication with M^3;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTAS;2024;Harun Teper;Tobias Betz;Mario Gunzel;Dominic Ebner;Georg von der Bruggen;Johannes Betz;Jian-Jia Chen;;;;;;;;;End-To-End Timing Analysis and Optimization of Multi-Executor ROS 2 Systems;indy autonomous;named;autonomous vehicle;industrial challenge;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTAS;2024;Harald Bohm;Tobias Distler;Peter Wagemann;;;;;;;;;;;;;TINYBFT: Byzantine Fault-Tolerant Replication for Highly Resource-Constrained Embedded Systems;;custom;;microbenchmark;;mbedtls;named;security;case study;no;ycsb;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTAS;2024;Maorui Bai;Runyu Pan;Gabriel Parmer;;;;;;;;;;;;;OmniWasm: Efficient, Granular Fault Isolation and Control-Flow Integrity for Arm Microcontrollers;coremark;named;;benchmark;no;mibench;named;;benchmark;no;taclebench;named;;benchmark;no;;custom;sensor data processing;case study;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Binqi Sun;Tomasz Kloda;Marco Caccamo;;;;;;;;;;;;;Strict Partitioning for Sporadic Rigid Gang Tasks;dirichlet-rescale;named;;taskset generator;no;;custom;computer vision;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Adeel Nasrullah;Fatima M. Anwar;;;;;;;;;;;;;;HAEST: Harvesting Ambient Events to Synchronize Time across heterogeneous IoT devices;;custom;distributed computing;case study;;;custom;smart home;case study;;;custom;wearable device;case study;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Lin Zhang;Luis Burbano;Xin Chen;Alvaro A. Cardenas;Steven Drager;Matthew Anderson;Fanxin Kong;;;;;;;;;Fast Attack Recovery for Stochastic Cyber-Physical Systems;;custom;autonomous vehicle;case study;;;custom;robotics;case study;;;custom;controller;case study;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTAS;2024;Joshua Bakita;James H. Anderson;;;;;;;;;;;;;;Demystifying Nvidia GPU Internal to Enable Reliable GPU Management;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTAS;2024;Robert Gifford;Felipe Galarza-Jimenez;Linh Thi Xuan Phan;Majid Zamani;;;;;;;;;;;;DECNTR: Optmizing Safety and Schedulability with Multi-Mode Control and Resource Allocation Co-Design;parsec;named;;benchmark;no;splash2x;named;;benchmark;no;dis;named;;benchmark;no;(gifford&phan);referenced;;taskset generator;;;custom;electric vehicle;case study;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Ao Li;Jinwen Wang;Sanjoy Baruah;Bruno Sinopoil;Ning Zhang;;;;;;;;;;;An Empirical Study of Performance Interference: Timing Violation Patterns and Impacts;;custom;robotics;case study;;;custom;uav;case study;;ardupilot;named;uav;case study;no;autoware;named;automotive;case study;no;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Marion Sudvarg;Ao Li;Daisy Wang;Sanjoy Baruah;Jeremy Buhler;Chris Gill;Ning Zhang;Pontus Ekberg;;;;;;;;Elastic Scheduling for Harmonic Task Systems;;custom;uav;case study;;uunisort;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTAS;2024;Yigong Hu;Ila Gokarn;Shengzhong Liu;Archan Misra;Tarek Abdelzaher;;;;;;;;;;;Algorithms for Canvas-based Attention Scheduling with Resizing;;custom;image recognition;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2024;Yujie Wang;Cailani Lemieux Mack;Xi Tan;Ning Zhang;Ziming Zhao;Sanjoy Baruah;Bryan Ward;;;;;;;;;InsectACIDE: Debugger-Based holistic Asynchronous CFI for Embedded Systems;taclebench;named;;benchmark;no;schedcat;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;TRUE;TRUE;
RTAS;2024;Woosung Kang;Jinkyu Lee;Youngmoon Lee;Sangeun Oh;Kilho Lee;hoon Sung Chwa;;;;;;;;;;RT-Swap: Addressing GPU Memory Bottlenecks for Real-Time Multi-DNN Inference;;custom;computer vision;case study;;;custom;;taskset generator;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Edward A. Lee;Jan Reineke;Michael Zimmer;;;;;;;;;;;;;Abstract PRET Machines;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Mitra Nasri;Bjorn Brandenburg;;;;;;;;;;;;;;An Exact and Sustainable Analysis of Non-Preemptive Scheduling;rwabff;named;automotive;specification;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Zhishan Guo;Sai Sruti;Bryan Ward;Sanjoy Baruah;;;;;;;;;;;;Sustainability in Mixed-Criticality Scheduling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Wei-Ju Chen;Pei-Chi Huang;Quan Leng;Aloysius K. Mok;Song Han;;;;;;;;;;;Regular Composite Resource Partition in Open Systems;;custom;;ressource access graph generator;;;custom;shared ressource;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Nuk Lesi;Ilija Jovanov;Miroslav Pajic;;;;;;;;;;;;;Network Scheduling for Secure Cyber-Physical Systems;society of automotive engineers;referenced;automotive;benchmark;unclear;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Phani Kishore Gadepalli;Robert Gifford;Lucas Baier;Michael Kelly;Gabriel Parmer;;;;;;;;;;;Temporal Capabilities: Access Control for Time*;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Kyoung-Soo We;Sounggon Kim;Wonseok lee;Chang-Gun Lee;;;;;;;;;;;;Functionally and Temporally Correct Simulation of Cyber-Systems for Automotive Systems;;custom;automotive;whole system generator;;;custom;automotive;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Xu Jiang;Nan Guan;Xiang Long;Wang Yi;;;;;;;;;;;;Semi-Federated Scheduling of Parallel Real-Time Tasks on Multiprocessors;erdos-renyi;named;;dag generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Jinghao Sun;Nan Guan;Yang Wang;Qingqiang He;Wang Yi;;;;;;;;;;;Real-time Scheduling and Analysis of OpenMP Task Systems with Tied Tasks;;custom;;dag generator;;spec;named;;benchmark;no;kastors;named;;benchmark;no;dash;named;;benchmark;no;bots;named;;benchmark;no;ompmpi;named;;benchmark;no;ompb;named;;benchmark;no;FALSE;FALSE;FALSE;
RTSS;2017;Tanya Amert;Nathan Otterness;Ming Yang;James H. Anderson;F. Donelson Smith;;;;;;;;;;;GPU Scheduling on the NVIDIA TX2: Hidden details revealed;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Yecheng Zhao;Haibo Zeng;;;;;;;;;;;;;;The Virtual Deadline based Optimization Algorithm for Priority Assignment in Fixed-Priority Scheduling;uunifast-discard;named;;taskset generator;no;active safety vehicle;referenced;automotive;case study;no;fuel injection;referenced;automotive;case study;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Zheng Dong;Cong Liu;;;;;;;;;;;;;;Analysis Techniques for Supporting Hard real-Time Sporadic Gang Task Systems;(dong&liu);custom;;taskset generator;unclear;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Pontus Ekberg;Wang Yi;;;;;;;;;;;;;;Fixed-Priority Schedulability of Sporadic Tasks on Uniprocessors in NP-hard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Kun Qian;Tong Zhang;Fengyuan Ren;;;;;;;;;;;;;Awakening Power of Physical Layer: High Precision Time Synchronization for Industrial Ethernet;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Luis Ramos Pinto;Luis Almeida;Hassan Alizadeh;Anthony Rowe;;;;;;;;;;;;Aerial Video Stream over Multi-hop using Adaptive TDMA Slots;ardrone2;named;uav;case study;no;;custom;uav;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Prachi Joshi;S. S. Ravi;Soheil Samii;Unmesh D. Bordoloi;Nadeep K. Shukla;Haibo Zeng;;;;;;;;;;Offset Assignment to Signals for Improving Frame Packing in CAN-FD;rwabff;named;automotive;specification;no;;;automotive;case study;yes;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Johannes Specht;Soheil Samii;;;;;;;;;;;;;;Synthesis of Queue and Priority Assignment for Asynchronous Traffic Shaping in Switched Ethernet;;custom;;network topology generator;;;custom;;network traffic generator;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Syed Aftab Rashid;Geoffrey Nelissen;Sebastian Altmeyer;Robert Davis;Eduardo Tovar;;;;;;;;;;;Integrated Analysis of Cache Related Preemption Delays and Cache Persistence Reload Overheads;malardalen;named;;benchmark;no;taclebench;named;;benchmark;no;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Jun Xiao;Sebastian Altmeyer;Andy Pimentel;;;;;;;;;;;;;Schedulability Analysis of Non-Preemptive Real-Time Scheduling for Multicore Processors with Shared Caches;randfixsum;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Sheng-Wei Cheng;Jian-Jia Chen;Jan Reineke;Tei-Wei Kuo;;;;;;;;;;;;Memory Bank Partitioning for Fixed-Priority Tasks in a Multi-Core System;uunifast-discard;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Karila Palma Silva;Luis Fernando Arcaro;Romulo Silva de Oliveira;;;;;;;;;;;;;On Using GEV or Gumbel Models when Applying EVT for Probabilistic WCET Estimation;malardalen;named;;benchmark;no;;custom;;execution time distribution generator;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Rakesh Kumar;monowar Hasan;Smruti Padhy;Konstantin Evchenko;Lavanya Piramanayagam;Sibin Mohan;Rakesh B. Bobba;;;;;;;;;End-To-End Network Delay Guarantees for Real-Time Systems using SDN;;custom;;network topology generator;;;custom;;network traffic generator;;mininet;custom;networking;case study;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Gautham Nayak Seetanadi;Javier Camara;Luis Almeida;Karl-Erik Arzen;Martina Maggio;;;;;;;;;;;Event-Driven Bandwidth Allocation with Formal Guarantees for Camera Networks;;custom;video streaming;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Yue Tang;Nan Guan;Weichen Liu;Linh Thi Xuan Phan;Wang Yi;;;;;;;;;;;Revisiting GPC and AND Connector in Real-Time Calculus;;custom;;input variability curve generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Seonyeong Heo;Seungbin Song;Jong Kim;Hanjun Kim;;;;;;;;;;;;RT-IFTTT: Real-Time IoT Framework with Trigger Condition-aware Flexible Polling Intervals;;custom;iot;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2017;Federico Terraneo;Fabiano Riccardi;Alberto leva;;;;;;;;;;;;;Jitter-compensated VHT and its application to WSN clock synchronization;;custom;synchronization;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Zheng Dong;Cong Liu;Yanhua Li;Jie Bao;Yu Gu;Tian He;;;;;;;;;;REC: Predictable Charging Scheduling for Electric Taxi Fleets;taxi gps trace;;;case study;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Xin Chen;Sriram Sankaranarayanan;;;;;;;;;;;;;;Model Predictive Real-Time Monitoring of Linear Systems;;referenced;controller;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2017;Abhishek Singh;Sanjoy Baruah;;;;;;;;;;;;;;Global EDF-based scheduling of multiple independent synchronous dataflow graphs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Kecheng Yang;James H. Anderson;;;;;;;;;;;;;;On the Soft Real-Time Optimality of Global EDF on Uniform Multiprocessors;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Hyeongboo Baek;Hoon Sung Chwa;Jinkyu Lee;;;;;;;;;;;;;Beyond Implicit-Deadline Optimality: A Multiprocessor Scheduling Framework for Constrained-Deadline Tasks;(baker);referenced;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2017;Sungjin Im;Benjamin Moseley;Kirk Pruhs;Clifford Stein;;;;;;;;;;;;An O(log(log(m))-competitive Algorithm for Online Machine Minimization;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Tei-wEi Kuo;Jian-Jia Chen;Yuan-Hao Chang;Pi-Cheng Hsiu;;;;;;;;;;;;Real-Time Computing and the Evolution of Embedded System Designs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Sanjoy Baruah;;;;;;;;;;;;;;;Rapid routing with guaranteed delay bounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Giorgio Audrito;Ferruccio Damiani;Mirko Viroli;Enrico Bini;;;;;;;;;;;;Distributed Real-Time Shortest-Path Computations with the Field Calculus;;referenced;public mass event;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;FALSE;
